id,created,title,content,tags,product,topic,firefoxversion,releaseweek,day
1216933,1525874215,"Firefox 59.0.3 auf Win 10 Prof.: default Suchmaschine wieder Google, automatisch erscheint jetzt Yahoo","<p>Verwende Firefox 59.0.3 und habe als default-Suchmaschine Google konfiguriert. Seit einigen Tagen wird Yahoo verwendet, ohne dass ich bewusst eine Änderung vorgenommen habe. Wie schalte ich Yahoo wieder ab? Google in den FF-Einstellungen nutzt nichts, keine Yahoo-Symbolleiste sichtbar.
</p>",other;firefox-590;desktop;windows-10;,firefox,other,60,1,1
1216935,1525876669,can't sign in to my account & don't recieve email to reset password!,"<p>This is so frustrating. I try logging in to my firefox account,says incorrect username or password. So I request an email to reset password &amp; never get it. I've checked spam,etc. the usual suspects nothing there. I'm using a @icloud email if that's of any help. I used the same email to set up this account so I could post on here and it worked fine. Everytime I try to reset my password it says it has successively sent a link to the same email address but nothing, not a thing. Anyone, thanks in advance for your help. Oh' yeah, windows 10, dell laptop, firefox version 59.0 !
</p>",privacy-and-security_1;firefox-590;desktop;windows-10;verificationemail;escalate;,firefox,privacy-and-security,60,1,1
1216936,1525876902,How can I stop the yahoo search bar?,"<p>I have cleared the yahoo from search engines in the settings and it is still coming up when I highlight and request search google for this.
</p>",firefox-5903;other;firefox-590;desktop;windows-10;,firefox,other,60,1,1
1216939,1525877411,I cannot login and you continue to ignore me.,"<p>I enter my 'email address' plus my 'username' plus my 'password'  and according to your programming all three are now wrong and I have (at your prompting) entered and re-entered and re-entered this info any your system continues to insist that all 3 are wrong...so you tell me what's wrong.  I am not the problem here...
</p>",download-and-install_1;firefox-590;desktop;mac-os;,firefox,download-and-install,60,1,1
1216945,1525879178,After installing FireFox updates Kinsington trackball says no trackball is attached to the system.,"<p>► When I opened FireFox I was presented with a screen to load all of the ""protective"" software. 
► I loaded the software with defaults. (There were no requests for Administrator password!
► After loading the updates my Kinsington Trackball button features stopped working.
►System preferences shows that the Trackball software does not detect the trackball that has been connected for at least a year!
</p><p>► What happened? How can it be corrected? ◀︎
►I depend on the assignments of the buttons extensively. ◀︎
</p><p>After I add an image to this report, the ""Browse..."" button reports ""No file selected.!
</p>",firefox-590;desktop;firefox-5902;mac-os;,firefox,other,60,1,1
1216946,1525880194,"ff runs 2 prcesses, cant get rid of 1 prcs, no option to do this","<p>ff runs two procesess, i cant get rid of one prcs and if i kill the prcs, it starts all over, i was told to go to about;config and change the string : browser.tabs.remote.autostart.2 and change its value from true to false but the problem is that the value is already at false, so now what next coz the second ff process is hoarding memory, and b4 u tell me to update, i tried the latest firefox and met the problem there too. i was also told to try changing the value :dom.ipc.processCount. to 1 but found that the value is already set to 1, so what noe
</p>",firefox-540;desktop;fix-problems;windows-7;,firefox,fix-problems,60,1,1
1216948,1525880499,Videos play fuzzy and out of focus regardless of website,"<p>After the latest update all videos are playing out of focus and fuzzy only on the Firefox browser, version 60, 64-bit on Windows 10 x 1803. (Chrome, Opera etc. are fine). Any suggestions are appreciated!
</p>",firefox-600;other;beta;desktop;windows-10;,firefox,other,60,1,1
1216949,1525880609,"Report error in ""Check Spelling""?","<p>How to report error in ""Check Spelling""?
</p>",other;firefox-590;desktop;windows-7;,firefox,other,60,1,1
1216952,1525881029,download no-cache,"<p>So I upload a file to my website. I download it. Then I correct the file, upload it again with the same name, and try to download it. But what I have now is the the old version, because it was in my cache. How can I download a file (or refresh a page ) WITHOUT consulting my cache? I don't want to erase my cache, I just want to ignore my cache in this ONE case.
</p>",tips;firefox-590;desktop;mac-os;,firefox,tips,60,1,1
1216953,1525881318,Firefox crashes,"<p>Firefox keeps crashing and won't open at all, 
</p><p>all i get is the crash report window. 
</p><p>The latest crash says this:
Crash ID: bp-d3831017-09eb-4b46-9655-4c8f01180509
Crash ID: bp-8edbc948-a84e-42ae-8f05-81b231180509
Crash ID: bp-e23e9a07-d7ef-4de8-b31e-bba571180509
Crash ID: bp-5287df73-1241-4091-b3df-ec7c81180509
</p><p>etc..
</p>",desktop;fix-problems;,firefox,fix-problems,60,1,1
1216954,1525881384,"Whats mean:""Bookmarks no longer support .... POST data"" in ""mozilla.org/en-US/firefox/60.0/releasenotes"" ?","<p>What does this mean:Bookmarks no longer support multiple keywords for the same URL unless the request has different POST data?
</p>",firefox-600;other;beta;desktop;windows-7;,firefox,other,60,1,1
1216957,1525882271,Result survey-Are most Firefox users Leos.Music was also asked.,"<p>Result for survey-Are most Firefox users Leos.Music was also asked.
It was started in end of 2017 or start of 2018
</p>",firefox-600;other;beta;desktop;windows-7;,firefox,other,60,1,1
1216961,1525884161,Still Need Help Over Here,"<p>I still need help with this issue. I posted all the steps I have taken under the original question.
</p><p>There is another issue like mine about 4 months ago and it looks like that person also got the same instructions but I don't ever see it being resolved.
</p><p><a href=""https://support.mozilla.org/en-US/questions/1216899#answer-1109696"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1216899#answer-1109696</a>
</p>",desktop;fix-problems;,firefox,fix-problems,60,1,1
1216962,1525884183,Why is McAfee Site Advisor disabled and why can't I enable it?,"<p>Running Windows XP/SP3; Firefox 52.6.0 under the tools/extensions tab:
""SOME EXTENSIONS COULD NOT BE VERIFIED""
""MCAFEE SITEADVISOR 3.7.2 COULD NOT BE VERIFIED FOR USE IN FIREFOX AND HAS BEEN DISABLED""
""McAFEE SITEADVISOR DISABLED""
""LAST UPDATE FEB 6, 2018""
""HOMEPAGE <a href=""http://WWW.SITEADVISOR.COM"" rel=""nofollow"">WWW.SITEADVISOR.COM</a>""
</p><p>No visible way to enable it????  why is my security software disabled in the first place??
</p>",firefox-520;customize;desktop;windows-xp;,firefox,customize,60,1,1
1216963,1525885241,How do I get Firefox to recognize me when I'm using a new computer.,"<p>I just bought a new computer. I would like access to my bookmarks, history, maps, etc.
</p>",download-and-install_1;firefox-590;desktop;mac-os;,firefox,download-and-install,60,1,1
1216965,1525886140,Your browser is broken.,"<p>Using Firefox, I get this error message when browing to <a href=""http://Mozilla.org"" rel=""nofollow"">Mozilla.org</a>.
The owner of <a href=""http://accounts.firefox.com"" rel=""nofollow"">accounts.firefox.com</a> has configured their website improperly. To protect your information from being stolen, Firefox has not connected to this website.
</p><p>Using IE 11 I was able to browse to <a href=""http://Mozilla.org"" rel=""nofollow"">Mozilla.org</a> and submit this form.  Chrome was able to browse to <a href=""http://Mizilla.org"" rel=""nofollow"">Mizilla.org</a> as well.  So it can't be my Windows security settings or other security software, as you claim, or else the security settings  would also prevent IE and Chrome from browsing your site.
</p><p>Wise up, idiots, or blindly watch as your usage stats slowly plummet.  Dozens of others are reporting the same thing to you, but you refuse to listen to the simple truth.  But if you insist that your security warnings are legitimate, then please at least fix <a href=""http://Mozilla.org"" rel=""nofollow"">Mozilla.org</a> and <a href=""http://firefox.com"" rel=""nofollow"">firefox.com</a> websites so Firefox will at least stop flaggiing itself.
</p>",other;desktop;,firefox,other,60,1,1
1216971,1525889171,firefox page is blank,"<p>I click on the icon to open firefox and a blank black page comes up, what's wrong with firefox?
</p>",desktop;fix-problems;,firefox,fix-problems,60,1,1
1216972,1525889455,i can't sent an email with a file attachment to an address i know is correct.  The error message says the address is an invalid domain.,"<p>Please see above.  I have sent emails to this address repeatedly recently, so I know it is correct. Why does the error message say it is and invalid domain? How can i get it to send? It is important that I send it today.
</p>",other;firefox-590;desktop;windows-7;,firefox,other,60,1,1
1216975,1525890633,"I would just like to know the EXACT risk of using version 55.0.2 with javascript turned off, adblock, and virtual sandbox please. Thanks","<p>Using the new updated versions of firefox are not an option for me!
</p>",firefox-550;desktop;windows-7;,firefox,other,60,1,1
1216976,1525890744,"How do I reinstall back to the version of FireFox prior to the ""ProPDFConverter""?","<p>I received an updated version of Firefox the other day and was asked if I wanted to retain my previous ""look"" or switch to the new ""look"".  I decided I wanted to try the New Look... and after trying this ProPDFConverter ""Look""... I despise it!~  This is the worst functioning browser for my level of expertise that I have ever heard of and it appears from my perspective that you have taken a wonderful browser and turned it into a POS.
</p><p>How do I go back to the previous version of Firefox prior to the latest ""Look"" ?
</p><p>Regards,
</p><p>Anthony
</p>",download-and-install_1;firefox-600;beta;desktop;windows-10;,firefox,download-and-install,60,1,1
1216978,1525891608,"My incoming mail goes to ""Trash"" file rather than ""Inbox.""  How do I fix this?","<p>This started happening by itself.  I made no changes.  How do I get my mail back into my Inbox?
</p>",other;firefox-590;desktop;mac-os;,firefox,other,60,1,1
1216979,1525891257,Can't manually add TopSite - tried https://support.mozilla.org/en-US/kb/customize-new-tab-page#w_add-a-top-site  Added site never appears.,"<p>On New TAb
Top Sites not working - not auto tracking and filling; not able to manually load site addresses - I complete the form, click Save, but nothing changes - blank page of Top Sites on New Tab
Have followed instructions on <a href=""https://support.mozilla.org/en-US/kb/customize-new-tab-page#w_add-a-top-site"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/customize-new-tab-page#w_add-a-top-site</a>
No help
Using FF 60.0 on imac OS 10.12.6
</p>",firefox-600;beta;customize;desktop;mac-os;,firefox,customize,60,1,1
1216980,1525891455,How do I import my bookmarks from Google Chrome?,"<p>The help page is out of date.  I can't find import/backup
</p>",download-and-install_1;firefox-590;desktop;windows-10;,firefox,download-and-install,60,1,1
1216982,1525891995,how do I set up an email account in firefox,"<p>I am new to firefox and want to set up an email account, how. Cannot find any info on setting up an email account  for the first time
</p>",other;firefox-590;desktop;mac-os;,firefox,other,60,1,1
1216985,1525893049,Firefox isn't working correctly with ArcGis location tracker,"<p>When I am in Firefox and go to Esri's example at [LocatorWidget][1] and add `useTracking: true` to the geoLocate definition e.g.
</p><pre>     geoLocate = new LocateButton({
       map: map,
       useTracking: true
     }, ""LocateButton"");
     geoLocate.startup();
</pre>
<p>and click on the locator widget I zoom to my location as expected.  But if I move the map in any way, Firefox zooms me back to the user location, even if I have toggled the locator widget to not track.  IE and Chrome do not behave this way.
</p>",other;desktop;,firefox,other,60,1,1
1216988,1525893702,After the update to 60.Email does not show What should be a picture! I see the frame of it but don't see the contain inside the frame. What do I need to change?,"<p>I several weeks Firefox setting interupt Thunderbird when showing an email's contents of fictures. The fram is showing but no item of the fram is showing. This went away before today the Firefox was updated again to 60.0 What kind of setting in Fiefox do making this into Thunderbird? It is very frustrating when I subscribe to a lot og Woodworking sites. The info is vital to see in the mail's send out instead of clicking on all the frames in the mail to find out what I want to look at instead Firefox is blocking the frames to see the contain.
I try to explain as good I can but my language might not be ok. Hope someone understand what I try to get a solution to.
</p><p>Steinar
</p>",firefox-600;websites;desktop;windows-10;,firefox,websites,60,1,1
1216989,1525894243,Right Click Context Menu -  Google Search Bar drop down list,"<p>After an update in late 2017, Firefox has not been working properly on my Windows 10:
</p><p>First 2 items would like some solution/suggestion:
</p><p>1) can't right click on the drop down suggested list to proceed searching on the selected item;
</p><p>2) GoogleDoc; when hovering over a doc name, a Firefox contest menu would appear to cover up the GoogleDoc Conext Menu.
</p><p>Thanks.
</p>",firefox-600;other;desktop;windows-10;,firefox,other,60,1,1
1216995,1525895796,"Clicking links causes loading, but doesn't open link","<p>Sometimes when I click on a link, I get a loading icon on the tab, but when it finishes it doesn't take me to the linked page; it stays on the same page so I have to click the link a second time to make it work. If it happens when opening a new tab, I get a blank tab and I have to click on the address bar and press Enter to make it work.
</p><p>I'm also experiencing some other general slowness which I think might be related - pages loading slowly, search bars not showing suggestions, images/thumbnails slow to load, etc.
</p><p>I've had this problem before, but I can't remember how I solved it, and I don't think it went away on its own.
</p>",firefox-590;desktop;fix-problems;windows-81;,firefox,fix-problems,60,1,1
1216996,1525895788,pls contact,"<p>Need to contact Firefox team to get support for disabling customize option in firefox.
</p>",customize;desktop;escalate;needsinfo;,firefox,customize,60,1,1
1216997,1525896600,Firefox Quantum browser lost bookmarks after using Firefox Developer edition,"<p>A few days ago, I fired up the Firefox Development browser on my desktop, as I was working on a tutorial about CSS Grid. I may have had my regular Firefox Quantum browser open at the time. It's supposed to be connected to my Firefox Synch account, which has been doing a bang up job of synching my laptop browser with my desktop browser.
</p><p>When I exited out of the browsers and fired up the regular Firefox Quantum browser, I found that it had gone to a default ""factory settings"" look, but also had my recent browsing history from my Developer session. I tried to synch with the Firefox Synch account. That didn't restore my regular set up, Restarting the browser also didn't reset anything.
</p>",firefox-590;desktop;sync;windows-10;,firefox,sync,60,1,1
1216998,1525896722,tamil unicode font Typing issue,"<p>i'm always using firefox as my default browser, also using facebook, gmail, in firefox i put a status in tamil using tamil unicode fonts some of days i could not comment tamil in any of facebook status i could not solve it.. Pls Help me....
</p>",firefox-600;other;desktop;windows-7;,firefox,other,60,1,1
1217000,1525898119,I did a mistake and delete my saved accounts. How can I get back them,"<p>My windows has crashed. After formatting my computer I login my FF Sync account on firefox. And I was shocked. Because all my passwords are gone. I need a vay to reach my saved accounts in firefox. This is really serious problem for me. How can I reach my deleted accounts?
</p>",firefox-600;beta;sync;desktop;windows-10;,firefox,bookmarks,60,1,1
1217003,1525900220,How do I add a pintrest button?,"<p>I can see it try and then i get a box. It says there is a connection error but all my connections seem fine.
</p>",firefox-600;other;desktop;windows-7;,firefox,other,60,1,1
1217004,1525900169,I can't edit my photo with touchscreen,"<p>I can edit my photo as you can see in the picture that I provided, when I try to select the area that I want to crap by my finger the site doesn't recognize to my finger on touchscreen without mouse.
</p><p>I'm using surface pro 3 with latest update 60
<a href=""https://screenshotscdn.firefoxusercontent.com/images/2026265b-58c7-457f-afa6-4ace013c7b12.png"" rel=""nofollow"">https://screenshotscdn.firefoxusercontent.com/images/2026265b-58c7-457f-afa6-4ace013c7b12.png</a>
</p>",firefox-590;desktop;windows-81;,firefox,other,60,1,1
1217008,1525900772,How to return to the 56-era new tab page w/ 60?,"<p>I didn't like the changes to the new tab page in FF quantum, so used the advice given on a previous question (<a href=""https://support.mozilla.org/en-US/questions/1185425"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1185425</a>) to revert to the old style of new tab page. Unfortunately, with firefox 60, this advice no longer works. The best I can get is just top sites only, but the icons for this only show the top site's icon rather than a screenshot of the page. These are much too small, leaving loads of blank page around them (and adding more top sites would make the new tab page much too busy); and the icons &amp; titles chosen aren't very useful (e.g., the icon for the google maps page is just the google logo with the title ""google"", this isn't very informative).
</p><p>To paraphrase:
</p><p>browser.newtabpage.activity-stream.aboutHome.enabled = False
</p><p>browser.newtabpage.activity-stream.enabled = False
</p><p>But activity stream won't die!
</p><p>Is it possible to change back, without giving up and just installing the ESR firefox? I like the lower ram usage of quantum, but the UI is a deal breaker.
</p><p>Thanks in advance for your reply!
</p>",firefox-600;customize;desktop;windows-10;,firefox,customize,60,1,1
1217009,1525901767,Problems running full screen on laptop with 2nd screen,"<p>I decided to try Firefox again with the game I am running called Wartune.  I am running a 1080 Sceptre monitor on my ASUS ROG gamer laptop. Whenever I use the full screen option in the game on one screen and go to the other screen, the Firefox side will go back to normal size. It doesn't matter if I am running the Firefox side on the laptop screen or the other additional monitor, the screen size will go back to normal. I have been using Chrome and Internet Explorer and have not had this problem with this app or any others. Unless someone has a solution, I will go back to using Chrome and IE again.
</p>",firefox-600;other;desktop;windows-10;,firefox,other,60,1,1
1217010,1525902657,"Need a link that actually points to Firefox 52.8.0esr, and NOT 60.0esr","<p>Got an update notice today to update my Firefox 52.7.4esr to 52.8.0esr.  Unfortunately ALL the links that I have tried, end up
pointing me to a version 60.0esr.  I believe this is Quantum based, which I want nothing to do with, since most of my add-ons
won't work with that.  This would be for Win 8.1 and Win 10 platforms, and I use the 32-bit English (US) incarnation.
</p><p>Can someone provide me with a link to what should be ""Firefox Setup 52.8.0esr.exe"" ...??
</p><p>Thank you !!
</p><p>Cheers ...
</p><p>/kim
</p>",download-and-install_1;firefox-520;desktop;windows-81;,firefox,download-and-install,60,1,1
1217013,1525905189,Strand of desktop showing above taskbar?,"<p>My firefox is supposedly in fullscreen mode(by this i mean it is not windowed- i dont use the mode that makes your toolbar dissapear.) , but there is a strand of my desktop showing above my taskbar. I've tried opening and closing the browser, thinking it may just be a little glitch that happened when I put my computer to sleep, but it hasn't gone away. it's driving me absolutely nuts so any help would be appreciated. Thanks!
</p>",other;firefox-590;desktop;windows-7;,firefox,other,60,1,1
1217014,1525905862,topsitesCount is not available in Firefox 60,"<p>I just upgraded from Firefox 59 to 60, and the setting browser.newtabpage.activity-stream.topSitesCount no longer exists. Because of that, my topsites fill the rows assign, making each item small.  I always limit it to 12, now they are 36 and that is too many.
</p>",tabs;firefox-600;desktop;windows-10;,firefox,tabs,60,1,1
1217016,1525906467,How can I install new fonts for use by OpenOffice,"<p>I need new fonts for Open Office but any instructions for adding new fonts say to follow instructions for adding fonts to my browser, which is ?Firefox. But I can't find anything in Firefox to help me do that. I have downloaded several zip files and have unzipped them but they remain in my download file. Where should they be for use by OpenOffice?
</p>",download-and-install_1;firefox-5903;firefox-590;desktop;windows-10;,firefox,download-and-install,60,1,1
1217017,1525906481,Why do several Firefoxes operating at the same time?,"<p>PC runs slowly.  When I check task manager, there are six or more Firefox applications open.
</p>",firefox-590;desktop;fix-problems;windows-10;,firefox,fix-problems,60,1,1
1217020,1525907324,I can't remove highlighting of element when I'm inspecting,"<p>Hello, I'm having some issues with the inspector of Firefox. When i change some value of some properties of css, a highlight of this element appears and i can't remove with the dev tools, so, I need to refresh the page.
</p><p>here is a picture of this issue
</p>",other;firefox-590;desktop;linux;,firefox,bookmarks,60,1,1
1217025,1525909621,is there a way to set cache size in the privacy & security settings now like there was in the past?,"<p>I have just updated firefox to the latest version &amp; I have noticed a change that is concerning me.
Prior to this version I was able to set the size of my cache in the privacy &amp; security settings &amp; clear it as I needed with a single mouse click. Since loading up this version I see that that is no longer the case, I am not able to locate the exact value of the size of the cache, nor am I able to clear it as swiftly as I did.
</p><p>My questions are this:
</p><p>Is this a deliberate change &amp; if so why was it made?
</p><p>Can the change be reverted? As I prefer to have my own control as to how much disc space I use at any given time.
</p><p>Thank you for taking the time to read this, I hope we can arrive at a satisfactory conclusion soon.
</p>",firefox-600;desktop;privacy-and-security_1;windows-81;,firefox,privacy-and-security,60,1,1
1217026,1525909721,Can I sync between 2 PC's?,"<p>I got a new PC and would like to bring over the Firefox information to my new PC. Can I use Sync?
</p>",firefox-590;desktop;sync;windows-10;,firefox,sync,60,1,1
